NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
from_text_entry_	from_text_entry_	Details ...	130	0.51347226	1.382568	0.002	0.002	0.002	4603	tags=46%, list=30%, signal=65%	
