gene_name	SRR13389805	SRR13389807	SRR13389809	SRR13389815	SRR13389817	SRR13389818	SRR13389820	SRR13389824	SRR13389834	SRR13389840	SRR13389841	SRR13389849
SOCS6	7.43657954795734	7.45661675026334	6.22071043217072	7.53385229651341	7.35978793379995	9.97564760180729	5.19702673903948	7.05087608637231	8.46069130242028	8.69043705296474	10.224311965232	7.14754769350238
CD226	4.7129376435673	4.77242367199971	5.16120707212119	5.22972893276563	3.90383734083181	5.04845135443251	4.33726474985448	5.08315383630113	4.98307596435655	5.68772475074259	2.56529353387964	4.63371779356857
RTTN	9.95007713734825	9.76178553274743	9.93704781912214	8.94732956728726	9.81691099366996	8.56741925259898	9.58787090215425	9.80974704152068	10.0317912684489	9.6954708809991	8.08497564912289	10.1876684273179
CCDC102B	5.95165448842871	6.63371283671792	6.71903752858386	4.58095741018174	6.26589755413655	0	7.68291838391192	6.65426202180437	4.80857309533136	5.28917745923595	0	5.46982269672886
DOK6	9.05896609116591	9.08354388182211	8.49534123063275	8.26105846360765	8.87325232341567	10.2250677561809	9.21069294809551	9.01429058279761	8.89395520579134	8.88569815131365	6.07474477649415	8.22309251659832
CDH19	3.27779055587007	3.15365254783071	0	2.79612286132	2.64110855141953	8.8362318664748	1.90489666612064	3.49579912299535	2.46046528630703	3.36892870726766	6.89542501944689	3.10108858863963
TMX3	8.24243433862659	8.23019586375703	7.26219428509545	7.79889404833118	8.27634952914653	10.0682135518542	7.44231078986359	8.46190421222267	8.98396920398896	9.00622270692263	10.2738732911644	8.61051738379831
DSEL	5.88950402970451	5.67319921528922	5.31457150583947	6.21037590453791	5.42306933069075	8.65767855942152	5.02526975602299	5.84660540639316	6.49470445728329	6.64031222340421	6.07474477649415	6.22189052086759
CDH7	5.63554223230459	7.0610053090515	6.90767518196378	6.89560410113203	6.61331063042397	5.28557946424706	6.79172071230684	7.09494045555723	7.31776316844154	7.26123700872446	4.93132966423882	6.77208544279037
SERPINB8	6.0870373353872	6.54157169009018	6.22071043217072	5.19669672964119	6.12863207464264	7.76851245612992	7.34823617820334	6.20933192724397	4.24912432411844	4.60453814596724	8.07184900430272	5.97104294756748
SERPINB2	3.40170744285921	3.15365254783071	2.94280734054372	3.24699722834574	3.40642757526449	4.76453080873158	3.20702795367435	3.73735962373235	3.3230650886024	4.11515891201936	9.58788126112127	3.69069258053266
SERPINB7	2.41936284992316	2.42984765420138	2.66704020483975	2.39147576211092	3.52057514514029	1.42712440079462	3.58246965797242	0	0	0	0	2.41462418216959
KDSR	10.0302715157358	9.98435726438938	8.09051398025906	9.19949283445465	9.08287065946857	9.27231888455048	7.89740378048117	9.27350855392181	10.3846426233227	9.96608788192905	9.16499453960158	9.18622544743926
BCL2	6.35575381879359	6.27347030703618	4.72347283234837	5.89742790031304	5.42306933069075	7.98114583522902	4.23582927839321	5.84660540639316	6.83919547515774	6.59461228836966	8.74046188397683	4.91837134236126
SERPINB11	9.7891869566949	9.93863983862112	10.2898509717943	9.11803290639543	10.2388631701637	3.68074213553849	10.2094749881856	10.1653325288669	9.12796548500876	8.91620589538394	4.45316889134034	9.60064367913469
SERPINB13	0	0	0	1.82707222350416	0	6.95773396458861	0	0	0	1.35343134921886	8.14261089373142	0
SERPINB5	11.0151010661617	11.2845171118491	11.7033965425086	10.9326514168716	11.5464540149756	7.02476615065473	11.8424280394108	11.3183879315207	10.3904634309167	10.9676090787094	9.00845610142232	11.3904664808204
VPS4B	9.15455135321753	9.18926839334313	8.69015910390668	8.96460231858804	8.8516038654692	9.96471513422182	8.89020827158518	8.67285027126652	9.73512450779885	9.7551065852264	10.0809852522277	8.95077702805574
PHLPP1	10.3979929079603	10.480764013239	10.9856892272905	9.08004607933792	10.412472574157	8.75113034439771	10.8314565502931	10.7998197948419	8.86079533898904	9.29402821468989	8.85216493427257	10.3710868311023
TNFRSF11A	4.7129376435673	1.8611689766732	0	2.96256769983607	2.99713776307343	7.79618463649459	0	3.35793642498729	4.80857309533136	4.11515891201936	4.18710574378768	0
ZCCHC2	11.0779877766576	11.3759714167268	11.4817512466005	10.9301414836133	11.5252446746986	9.22423689033489	11.5539070204787	11.426879867858	10.9140771217923	10.9975474972618	8.76513706984219	11.3729004372145
RELCH	9.68936247376992	9.43223082402603	9.21021582511863	8.87086768796496	9.31809795982823	9.79953528886787	8.83924365296461	9.169166984471	10.4039546746406	10.0425378574759	10.9740852575957	10.0247467098054
PPIAP1	8.95406749009646	9.07182677091014	9.79436619821018	9.64128404309408	9.19456498349581	8.70223869163513	9.85914558707463	9.25663396521952	8.52912777733582	8.65191050395573	9.40109072028481	9.23111333862922
PIGN	12.1534368923578	12.2038419708439	12.4699783764372	10.4432511882799	12.1575459730967	9.36207668266863	12.1934219312923	12.1194300162433	11.5827459253724	11.5653462218994	9.5072910492011	12.0371527463107
RNF152	5.32711696169248	4.40507202634061	4.64850099129842	5.67564290004622	4.56672191741873	8.31538122923032	4.6047223126654	5.71160680261983	5.37627227513792	5.45179673927583	9.76143557983417	5.01817082514953
CDH20	6.44488360922188	6.15408583242934	6.48051717209168	4.81662037174947	6.01636962199369	2.38481092773071	6.80948185139628	6.06171577442335	4.94138889006748	4.96929933712641	0	5.97104294756748
CCBE1	5.95165448842871	5.79222362978347	4.64850099129842	5.55049842552962	5.508552847605	6.6533038298298	4.00867638830559	5.62409564282347	5.34463999158554	5.57457812772604	5.46071304376018	5.19917747499158
GRP	2.99257911884102	2.42984765420138	0	2.6079399782608	2.83007804089019	0	0	2.03006900825023	0	3.36892870726766	0	0
SEC11C	9.14571601408634	9.07182677091014	8.93457966003924	9.08230850156	9.01875567794416	9.43430016157117	7.81187487944603	8.62105202749722	9.38085634705217	9.44329696574109	12.6464161335361	8.91238167704183
LMAN1	13.2038991542998	13.2101170331648	13.3590410084495	12.5139825918993	13.5548055399661	11.0635619243969	13.0607389215345	13.0569319308754	13.3954444632493	13.5327891427731	12.4634553461156	13.6011654055488
CPLX4	3.89897362919725	4.81802555546775	5.6959064302107	3.11178060582062	4.76503292255353	0	5.73204106271418	5.20878430787883	2.46046528630703	4.40718194967927	0	4.96913387450782
ZNF532	11.2599151131391	11.3196192121138	11.0490021268291	10.9703965270685	11.2589714336251	12.281822172976	11.4157928063527	11.3195490671155	11.1587991370385	11.2450169724816	10.1683697399666	11.033029243026
MALT1	10.5200978329809	10.8650972697686	11.2108327991996	10.0466304642911	11.3360229724229	10.2301488040406	11.1084172223525	11.0490640068715	10.1634016965587	10.5092175340419	10.8118362145678	11.1796596759374
ALPK2	2.99257911884102	3.28935209262358	3.37360433427231	2.96256769983607	3.14684452880142	4.46687330197929	0	4.35991077774888	2.46046528630703	2.03927274223659	5.90749279233564	0
ATP8B1	5.80223910708607	4.86223007363864	4.3969254196068	5.65146740373784	4.3977628800706	9.60360196545651	4.00867638830559	5.94618801416515	4.98307596435655	6.27061074523977	10.9491770473158	5.66720422616447
NARS1	9.30497918482982	9.02398286235632	8.71792656881048	9.46177068301048	9.10362439346309	10.527897701222	8.24936329326464	9.08153871258762	9.97481589392626	10.1009087014874	11.1341958821564	9.55775321548542
NEDD4L	10.3303980722934	10.1573153168622	9.04466178936403	10.22000439111	9.66539585563811	10.9875879623605	8.90267300370933	9.74553953096688	10.595866984974	10.1402082792103	10.7368906430705	9.45687288803535
FECH	9.12563641454101	9.2424994613497	8.66660418279749	8.83106135845569	9.28819215380485	8.54475953964202	8.36797595253246	8.47029266377845	9.74575930475973	9.97168499748296	8.68119020485745	8.46777734701629
ONECUT2	4.66427486463808	3.99280847950741	4.86265244774131	5.3245165002514	4.76503292255353	2.38481092773071	5.02526975602299	5.08315383630113	4.8984613229156	5.79263930133625	2.56529353387964	5.0655956637731
ST8SIA3	5.80223910708607	5.30807010613263	3.7049061496964	5.91784065979357	3.626349674983	1.82116028692018	2.97490588527313	4.89657585917953	5.85174080045056	5.66579421104436	0	4.10804523759092
TXNL1	10.2848505978532	10.4256733010908	10.4209282497413	9.89914887392582	10.4668811523991	9.69463631465065	10.1321903087016	10.513632374949	10.0758049990507	10.2502240929337	11.5215786562784	10.6685242704618
