NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_UP	5	5		
CAMPS_COLON_CANCER_COPY_NUMBER_DN	74	31		
CAMPS_COLON_CANCER_COPY_NUMBER_UP	93	70		
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	14	10		
CARD_MIR302A_TARGETS	77	70		
CARRILLOREIXACH_14Q32OVEREXPRESSION_IN_HEPATOBLASTOMA	44		Rejected!	
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_DN	1257		Rejected!	
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPERMETHYLATED_AND_DN	21	15		
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPOMETHYLATED_AND_UP	162	146		
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_UP	891		Rejected!	
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN	168	136		
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_UP	50	37		
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN	669		Rejected!	
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP	174	136		
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	39	31		
CASTELLANO_HRAS_AND_NRAS_TARGETS_DN	8	7		
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	6	6		
CASTELLANO_HRAS_TARGETS_DN	6	5		
CASTELLANO_HRAS_TARGETS_UP	5		Rejected!	
CASTELLANO_NRAS_TARGETS_DN	14	12		
CASTELLANO_NRAS_TARGETS_UP	72	60		
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	32	17		
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	33	28		
CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	19	16		
CERIBELLI_GENES_INACTIVE_AND_BOUND_BY_NFY	41	20		
CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY	40	21		
CERVERA_SDHB_TARGETS_1_DN	36	24		
CERVERA_SDHB_TARGETS_1_UP	120	96		
CERVERA_SDHB_TARGETS_2	115	93		
CHANDRAN_METASTASIS_DN	316	261		
CHANDRAN_METASTASIS_TOP50_DN	44	40		
CHANDRAN_METASTASIS_TOP50_UP	37	32		
CHANDRAN_METASTASIS_UP	209	167		
CHANGOLKAR_H2AFY_TARGETS_DN	42	35		
CHANGOLKAR_H2AFY_TARGETS_UP	50	47		
CHANG_IMMORTALIZED_BY_HPV31_DN	60	42		
CHANG_IMMORTALIZED_BY_HPV31_UP	73	61		
CHANG_POU5F1_TARGETS_DN	8	5		
CHANG_POU5F1_TARGETS_UP	15	14		
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	52	49		
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	126	97		
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	457	397		
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	385	329		
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	465	431		
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	455	380		
CHASSOT_SKIN_WOUND	9		Rejected!	
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN	106	88		
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP	50	43		
CHEBOTAEV_GR_TARGETS_DN	124	99		
CHEBOTAEV_GR_TARGETS_UP	77	68		
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN	5	5		
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP	20	15		
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	408	327		
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	145	136		
CHENG_IMPRINTED_BY_ESTRADIOL	110	99		
CHENG_RESPONSE_TO_NICKEL_ACETATE	45	37		
CHENG_TAF7L_TARGETS	6	6		
CHEN_ETV5_TARGETS_SERTOLI	25	14		
CHEN_ETV5_TARGETS_TESTIS	25	22		
CHEN_HOXA5_TARGETS_6HR_DN	6		Rejected!	
CHEN_HOXA5_TARGETS_6HR_UP	10	5		
CHEN_HOXA5_TARGETS_9HR_DN	42	34		
CHEN_HOXA5_TARGETS_9HR_UP	223	182		
CHEN_LIVER_METABOLISM_QTL_CIS	95	76		
CHEN_LUNG_CANCER_SURVIVAL	28	24		
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN	42	37		
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP	102	88		
CHEN_METABOLIC_SYNDROM_NETWORK	1242		Rejected!	
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS	50	41		
CHEN_PDGF_TARGETS	18	16		
CHEOK_RESPONSE_TO_HD_MTX_DN	23	21		
CHEOK_RESPONSE_TO_HD_MTX_UP	23	18		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN	25	22		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_UP	5		Rejected!	
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	20	15		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP	10	9		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_DN	21	15		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_UP	12	12		
CHESLER_BRAIN_D6MIT150_QTL_CIS	6		Rejected!	
CHESLER_BRAIN_D6MIT150_QTL_TRANS	9	8		
CHESLER_BRAIN_HIGHEST_EXPRESSION	41	35		
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	39	30		
CHESLER_BRAIN_QTL_CIS	73	63		
CHESLER_BRAIN_QTL_TRANS	6	5		
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	170	129		
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	175	143		
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN	52	44		
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP	26	18		
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN	25	22		
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	79	55		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	179	132		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	179	163		
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	194	175		
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	86	70		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	152	134		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	121	101		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	54	40		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	59	54		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	141	121		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	128	117		
CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70	68	62		
CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	30	22		
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	19	18		
CHIBA_RESPONSE_TO_TSA	45	37		
CHIBA_RESPONSE_TO_TSA_DN	21	19		
CHIBA_RESPONSE_TO_TSA_UP	50	42		
CHICAS_RB1_TARGETS_CONFLUENT	567	480		
CHICAS_RB1_TARGETS_GROWING	242	217		
CHICAS_RB1_TARGETS_LOW_SERUM	103	71		
CHICAS_RB1_TARGETS_SENESCENT	565	466		
CHIN_BREAST_CANCER_COPY_NUMBER_DN	13	10		
CHIN_BREAST_CANCER_COPY_NUMBER_UP	28	22		
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN	30	28		
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	54	51		
CHOI_ATL_ACUTE_STAGE	6		Rejected!	
CHOI_ATL_CHRONIC_VS_ACUTE_DN	19	18		
CHOI_ATL_STAGE_PREDICTOR	44	40		
CHOW_RASSF1_TARGETS_DN	30	30		
CHOW_RASSF1_TARGETS_UP	26	25		
CHO_NR4A1_TARGETS	32	24		
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN	11	8		
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	28	21		
CHUNG_BLISTER_CYTOTOXICITY_DN	50	41		
CHUNG_BLISTER_CYTOTOXICITY_UP	136	120		
CHYLA_CBFA2T3_TARGETS_DN	246	202		
CHYLA_CBFA2T3_TARGETS_UP	388	300		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	35	29		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	20	18		
CLAUS_PGR_POSITIVE_MENINGIOMA_DN	12	12		
CLAUS_PGR_POSITIVE_MENINGIOMA_UP	10	8		
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	8	8		
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	23	21		
COATES_MACROPHAGE_M1_VS_M2_DN	84	67		
COATES_MACROPHAGE_M1_VS_M2_UP	87	78		
COLDREN_GEFITINIB_RESISTANCE_DN	230	183		
COLDREN_GEFITINIB_RESISTANCE_UP	86	80		
COLINA_TARGETS_OF_4EBP1_AND_4EBP2	359	311		
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN	28	24		
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	34	27		
COLLER_MYC_TARGETS_DN	7	5		
COLLER_MYC_TARGETS_UP	24	23		
COLLIS_PRKDC_REGULATORS	13	13		
COLLIS_PRKDC_SUBSTRATES	17	16		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	176	143		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	239	205		
CONRAD_GERMLINE_STEM_CELL	13	8		
CONRAD_STEM_CELL	39	29		
CORONEL_RFX7_DIRECT_TARGETS_UP	44	41		
CORRE_MULTIPLE_MYELOMA_DN	59	47		
CORRE_MULTIPLE_MYELOMA_UP	80	59		
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	138	117		
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	109	93		
COWLING_MYCN_TARGETS	43	35		
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	23	21		
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	34	32		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	534	456		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	471	380		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	726		Rejected!	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	307	255		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	491	423		
CROMER_METASTASIS_DN	77	67		
CROMER_METASTASIS_UP	73	65		
CROMER_TUMORIGENESIS_DN	49	30		
CROMER_TUMORIGENESIS_UP	58	38		
CROONQUIST_IL6_DEPRIVATION_DN	95	89		
CROONQUIST_IL6_DEPRIVATION_UP	17	11		
CROONQUIST_NRAS_SIGNALING_DN	70	67		
CROONQUIST_NRAS_SIGNALING_UP	40	23		
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	97	77		
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP	41	32		
CROONQUIST_STROMAL_STIMULATION_DN	13	8		
CROONQUIST_STROMAL_STIMULATION_UP	56	37		
CROSBY_E2F4_TARGETS	6	6		
CUI_GLUCOSE_DEPRIVATION	61	51		
CUI_TCF21_TARGETS_2_DN	854		Rejected!	
CUI_TCF21_TARGETS_2_UP	437	387		
CUI_TCF21_TARGETS_DN	34	29		
CUI_TCF21_TARGETS_UP	36	27		
CURSONS_NATURAL_KILLER_CELLS	20	7		
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN	34	28		
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	28	24		
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN	9	6		
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP	14	11		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	466	448		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	75	62		
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	856		Rejected!	
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	84	80		
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	59	50		
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP	318	274		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	85	81		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP	25	19		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	51	48		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	118	108		
DAIRKEE_CANCER_PRONE_RESPONSE_E2	28	26		
DALESSIO_TSA_RESPONSE	26	13		
DANG_BOUND_BY_MYC	1061		Rejected!	
DANG_MYC_TARGETS_DN	31	26		
DANG_MYC_TARGETS_UP	130	120		
DANG_REGULATED_BY_MYC_DN	251	213		
DANG_REGULATED_BY_MYC_UP	68	64		
DARWICHE_PAPILLOMA_PROGRESSION_RISK	77	60		
DARWICHE_PAPILLOMA_RISK_HIGH_DN	185	154		
DARWICHE_PAPILLOMA_RISK_HIGH_UP	154	116		
DARWICHE_PAPILLOMA_RISK_LOW_DN	172	148		
DARWICHE_PAPILLOMA_RISK_LOW_UP	168	122		
DARWICHE_SKIN_TUMOR_PROMOTER_DN	194	154		
DARWICHE_SKIN_TUMOR_PROMOTER_UP	147	116		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	186	153		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	153	117		
DASU_IL6_SIGNALING_DN	7	6		
DASU_IL6_SIGNALING_SCAR_DN	16	11		
DASU_IL6_SIGNALING_SCAR_UP	31	30		
DASU_IL6_SIGNALING_UP	61	49		
DAUER_STAT3_TARGETS_DN	48	35		
DAUER_STAT3_TARGETS_UP	48	37		
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	179	163		
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	340	306		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	20	17		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	60	53		
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	14	11		
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	64	54		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	66	57		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	258	237		
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	26	19		
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP	13	12		
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	59	52		
DAZARD_RESPONSE_TO_UV_NHEK_DN	300	291		
DAZARD_RESPONSE_TO_UV_NHEK_UP	223	172		
DAZARD_RESPONSE_TO_UV_SCC_DN	115	109		
DAZARD_RESPONSE_TO_UV_SCC_UP	105	86		
DAZARD_UV_RESPONSE_CLUSTER_G1	62	47		
DAZARD_UV_RESPONSE_CLUSTER_G2	30	21		
DAZARD_UV_RESPONSE_CLUSTER_G24	24	17		
DAZARD_UV_RESPONSE_CLUSTER_G28	20	11		
DAZARD_UV_RESPONSE_CLUSTER_G3	14	14		
DAZARD_UV_RESPONSE_CLUSTER_G4	20	16		
DAZARD_UV_RESPONSE_CLUSTER_G5	12	10		
DAZARD_UV_RESPONSE_CLUSTER_G6	145	142		
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	276	246		
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	300	263		
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	21	11		
DELACROIX_RARG_BOUND_MEF	366	324		
DELACROIX_RAR_BOUND_ES	465	402		
DELACROIX_RAR_TARGETS_DN	26	23		
DELACROIX_RAR_TARGETS_UP	47	40		
DELASERNA_MYOD_TARGETS_DN	56	50		
DELASERNA_MYOD_TARGETS_UP	86	75		
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	11	8		
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	21	17		
DELPUECH_FOXO3_TARGETS_DN	40	38		
DELPUECH_FOXO3_TARGETS_UP	65	55		
DELYS_THYROID_CANCER_DN	233	163		
DELYS_THYROID_CANCER_UP	445	378		
DEMAGALHAES_AGING_DN	16	14		
DEMAGALHAES_AGING_UP	54	39		
DEN_INTERACT_WITH_LCA5	26	23		
DER_IFN_ALPHA_RESPONSE_DN	6	5		
DER_IFN_ALPHA_RESPONSE_UP	74	59		
DER_IFN_BETA_RESPONSE_DN	8	7		
DER_IFN_BETA_RESPONSE_UP	103	89		
DER_IFN_GAMMA_RESPONSE_DN	11	9		
DER_IFN_GAMMA_RESPONSE_UP	71	59		
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	22	17		
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	159	113		
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	155	139		
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	242	223		
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	323	262		
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	368	301		
DE_YY1_TARGETS_DN	93	91		
DE_YY1_TARGETS_UP	20	14		
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN	116	91		
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_UP	1399		Rejected!	
DIERICK_SEROTONIN_FUNCTION_GENES	7	6		
DING_LUNG_CANCER_BY_MUTATION_RATE	20	18		
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	100	96		
DING_LUNG_CANCER_MUTATED_FREQUENTLY	12	11		
DING_LUNG_CANCER_MUTATED_RECURRENTLY	6	6		
DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY	26	22		
DIRMEIER_LMP1_RESPONSE_EARLY	62	49		
DIRMEIER_LMP1_RESPONSE_LATE_DN	30	23		
DIRMEIER_LMP1_RESPONSE_LATE_UP	56	52		
DISTECHE_ESCAPED_FROM_X_INACTIVATION	13	9		
DITTMER_PTHLH_TARGETS_DN	70	60		
DITTMER_PTHLH_TARGETS_UP	113	107		
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC	27	23		
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED	17	15		
DOANE_BREAST_CANCER_CLASSES_DN	33	27		
DOANE_BREAST_CANCER_CLASSES_UP	72	50		
DOANE_BREAST_CANCER_ESR1_DN	47	30		
DOANE_BREAST_CANCER_ESR1_UP	111	83		
DOANE_RESPONSE_TO_ANDROGEN_DN	242	213		
DOANE_RESPONSE_TO_ANDROGEN_UP	185	145		
DODD_NASOPHARYNGEAL_CARCINOMA_DN	1816		Rejected!	
DODD_NASOPHARYNGEAL_CARCINOMA_UP	1407		Rejected!	
DONATO_CELL_CYCLE_TRETINOIN	6	5		
DORMOY_ELAVL1_TARGETS	18	17		
DORN_ADENOVIRUS_INFECTION_12HR_DN	33	30		
DORN_ADENOVIRUS_INFECTION_12HR_UP	28	22		
DORN_ADENOVIRUS_INFECTION_24HR_DN	42	37		
DORN_ADENOVIRUS_INFECTION_24HR_UP	12	10		
DORN_ADENOVIRUS_INFECTION_32HR_DN	38	34		
DORN_ADENOVIRUS_INFECTION_32HR_UP	11	9		
DORN_ADENOVIRUS_INFECTION_48HR_DN	39	34		
DORN_ADENOVIRUS_INFECTION_48HR_UP	14	12		
DORSAM_HOXA9_TARGETS_DN	32	26		
DORSAM_HOXA9_TARGETS_UP	35	31		
DORSEY_GAB2_TARGETS	30	25		
DOUGLAS_BMI1_TARGETS_DN	314	281		
DOUGLAS_BMI1_TARGETS_UP	563		Rejected!	
DUAN_PRDM5_TARGETS	77	64		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	19	15		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	53	38		
DURAND_STROMA_NS_UP	169	145		
DURAND_STROMA_S_UP	300	256		
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	265	234		
DURCHDEWALD_SKIN_CARCINOGENESIS_UP	96	72		
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	504	465		
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	323	292		
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN	91	86		
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	228	206		
DUTTA_APOPTOSIS_VIA_NFKB	33	25		
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	48	42		
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN	49	46		
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	200	166		
EGUCHI_CELL_CYCLE_RB1_TARGETS	22	21		
EHLERS_ANEUPLOIDY_DN	12	10		
EHLERS_ANEUPLOIDY_UP	40	39		
EHRLICH_ICF_SYNDROM_DN	17	7		
EHRLICH_ICF_SYNDROM_UP	13	9		
EINAV_INTERFERON_SIGNATURE_IN_CANCER	27	23		
ELLWOOD_MYC_TARGETS_DN	43	35		
ELLWOOD_MYC_TARGETS_UP	13	12		
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN	104	87		
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	41	37		
ELVIDGE_HIF1A_TARGETS_DN	91	79		
ELVIDGE_HIF1A_TARGETS_UP	67	62		
ELVIDGE_HIF2A_TARGETS_UP	6	5		
ELVIDGE_HYPOXIA_BY_DMOG_DN	59	51		
ELVIDGE_HYPOXIA_BY_DMOG_UP	132	114		
ELVIDGE_HYPOXIA_DN	147	131		
ELVIDGE_HYPOXIA_UP	171	147		
ENGELMANN_CANCER_PROGENITORS_DN	69	51		
ENGELMANN_CANCER_PROGENITORS_UP	48	42		
ENK_UV_RESPONSE_EPIDERMIS_DN	512	450		
ENK_UV_RESPONSE_EPIDERMIS_UP	296	247		
ENK_UV_RESPONSE_KERATINOCYTE_DN	481	454		
ENK_UV_RESPONSE_KERATINOCYTE_UP	533	454		
EPPERT_CE_HSC_LSC	41	36		
EPPERT_HSC_R	127	106		
EPPERT_LSC_R	42	38		
EPPERT_PROGENITOR	138	129		
FAELT_B_CLL_WITH_VH3_21_DN	49	43		
FAELT_B_CLL_WITH_VH3_21_UP	45	42		
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	49	47		
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP	48	44		
FALVELLA_SMOKERS_WITH_LUNG_CANCER	81	64		
FARDIN_HYPOXIA_11	32	30		
FARDIN_HYPOXIA_9	7	6		
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	329	280		
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	327	274		
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	329	278		
FARMER_BREAST_CANCER_CLUSTER_1	48	25		
FARMER_BREAST_CANCER_CLUSTER_2	33	31		
FARMER_BREAST_CANCER_CLUSTER_3	16	15		
FARMER_BREAST_CANCER_CLUSTER_4	19	16		
FARMER_BREAST_CANCER_CLUSTER_5	19	18		
FARMER_BREAST_CANCER_CLUSTER_6	14	11		
FARMER_BREAST_CANCER_CLUSTER_7	20	17		
FARMER_BREAST_CANCER_CLUSTER_8	7	6		
FEKIR_HEPARG_SIDE_POP_VS_HEPARG_DN	107	70		
FEKIR_HEPARG_SIDE_POP_VS_HEPARG_UP	90	68		
FEKIR_HEPARG_SPHERE_VS_HEPARG_DN	42	31		
FEKIR_HEPARG_SPHERE_VS_HEPARG_UP	103	91		
FERNANDEZ_BOUND_BY_MYC	181	159		
FERRANDO_HOX11_NEIGHBORS	23	18		
FERRANDO_LYL1_NEIGHBORS	16	14		
FERRANDO_TAL1_NEIGHBORS	20	14		
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN	89	78		
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP	89	70		
FERRARI_RESPONSE_TO_FENRETINIDE_DN	5		Rejected!	
FERRARI_RESPONSE_TO_FENRETINIDE_UP	22	15		
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_DN	96	84		
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	164	152		
FEVR_CTNNB1_TARGETS_DN	555		Rejected!	
FEVR_CTNNB1_TARGETS_UP	688		Rejected!	
FIGUEROA_AML_METHYLATION_CLUSTER_1_DN	46	38		
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	122	95		
FIGUEROA_AML_METHYLATION_CLUSTER_2_DN	9	6		
FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	54	39		
FIGUEROA_AML_METHYLATION_CLUSTER_3_DN	40	36		
FIGUEROA_AML_METHYLATION_CLUSTER_3_UP	170	132		
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	15	12		
FIGUEROA_AML_METHYLATION_CLUSTER_4_UP	112	92		
FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	47	33		
FIGUEROA_AML_METHYLATION_CLUSTER_5_UP	12	10		
FIGUEROA_AML_METHYLATION_CLUSTER_6_DN	37	21		
FIGUEROA_AML_METHYLATION_CLUSTER_6_UP	140	114		
FIGUEROA_AML_METHYLATION_CLUSTER_7_DN	5		Rejected!	
FIGUEROA_AML_METHYLATION_CLUSTER_7_UP	118	95		
FINAK_BREAST_CANCER_SDPP_SIGNATURE	26	19		
FINETTI_BREAST_CANCERS_KINOME_BLUE	21	19		
FINETTI_BREAST_CANCERS_KINOME_GRAY	15	15		
FINETTI_BREAST_CANCER_KINOME_GREEN	16	14		
FINETTI_BREAST_CANCER_KINOME_RED	16	16		
FIRESTEIN_CTNNB1_PATHWAY	32	29		
FIRESTEIN_CTNNB1_PATHWAY_AND_PROLIFERATION	9	9		
FIRESTEIN_PROLIFERATION	166	156		
FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS	311	282		
FISCHER_DREAM_TARGETS	969		Rejected!	
FISCHER_G1_S_CELL_CYCLE	200	181		
FISCHER_G2_M_CELL_CYCLE	236	221		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	24	20		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	568	496		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	553	467		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	88	70		
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	42	38		
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	154	143		
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	51	44		
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	65	60		
FLORIO_HUMAN_NEOCORTEX	47	10		
