NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
MOOTHA_PGC	421	380		
MOOTHA_PYR	8	5		
MOOTHA_ROS	7	6		
MOOTHA_TCA	16	15		
MOOTHA_VOXPHOS	87	73		
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN	76	71		
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP	87	69		
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	174	161		
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP	376	280		
MOREIRA_RESPONSE_TO_TSA_DN	18	16		
MOREIRA_RESPONSE_TO_TSA_UP	28	24		
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_DN	18	18		
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP	112	107		
MORI_IMMATURE_B_LYMPHOCYTE_DN	91	82		
MORI_IMMATURE_B_LYMPHOCYTE_UP	53	43		
MORI_LARGE_PRE_BII_LYMPHOCYTE_DN	60	50		
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	88	81		
MORI_MATURE_B_LYMPHOCYTE_DN	76	69		
MORI_MATURE_B_LYMPHOCYTE_UP	95	71		
MORI_PLASMA_CELL_DN	36	34		
MORI_PLASMA_CELL_UP	54	45		
MORI_PRE_BI_LYMPHOCYTE_DN	80	68		
MORI_PRE_BI_LYMPHOCYTE_UP	81	69		
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	76	68		
MORI_SMALL_PRE_BII_LYMPHOCYTE_UP	77	64		
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN	12	10		
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP	20	16		
MOSERLE_IFNA_RESPONSE	31	23		
MOTAMED_RESPONSE_TO_ANDROGEN_DN	6	6		
MOTAMED_RESPONSE_TO_ANDROGEN_UP	6	5		
MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN	33	27		
MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP	14	14		
MUELLER_METHYLATED_IN_GLIOBLASTOMA	43	28		
MUELLER_PLURINET	299	277		
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN	10	10		
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP	21	19		
MULLIGHAN_MLL_SIGNATURE_1_DN	238	195		
MULLIGHAN_MLL_SIGNATURE_1_UP	385	333		
MULLIGHAN_MLL_SIGNATURE_2_DN	279	231		
MULLIGHAN_MLL_SIGNATURE_2_UP	420	366		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN	125	108		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP	265	234		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN	76	65		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	130	119		
MULLIGHAN_NPM1_SIGNATURE_3_DN	161	138		
MULLIGHAN_NPM1_SIGNATURE_3_UP	335	293		
MUNSHI_MULTIPLE_MYELOMA_DN	10	8		
MUNSHI_MULTIPLE_MYELOMA_UP	77	66		
MURAKAMI_UV_RESPONSE_1HR_DN	10	6		
MURAKAMI_UV_RESPONSE_1HR_UP	15	13		
MURAKAMI_UV_RESPONSE_24HR	20	16		
MURAKAMI_UV_RESPONSE_6HR_DN	21	16		
MURAKAMI_UV_RESPONSE_6HR_UP	34	31		
MURATA_VIRULENCE_OF_H_PILORI	22	15		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_1	6		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	11	11		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_13	6		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	10	10		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_16	9	8		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17	19	16		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18	5	5		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	5	5		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21	6	5		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22	11	10		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	19	17		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24	14	12		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	9	7		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27	10	8		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29	8	6		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30	5	5		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5	6	5		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6	6	6		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7	7	6		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8	12	12		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_9	8	7		
NABA_BASEMENT_MEMBRANES	40	35		
NABA_COLLAGENS	44	36		
NABA_CORE_MATRISOME	275	209		
NABA_ECM_AFFILIATED	170	106		
NABA_ECM_GLYCOPROTEINS	196	151		
NABA_ECM_REGULATORS	238	165		
NABA_MATRISOME	1026		Rejected!	
NABA_MATRISOME_ASSOCIATED	751	479		
NABA_MATRISOME_HGSOC_OMENTAL_METASTASIS	59	50		
NABA_MATRISOME_HIGHLY_METASTATIC_BREAST_CANCER	41	34		
NABA_MATRISOME_HIGHLY_METASTATIC_BREAST_CANCER_TUMOR_CELL_DERIVED	29	24		
NABA_MATRISOME_HIGHLY_METASTATIC_MELANOMA	18	14		
NABA_MATRISOME_HIGHLY_METASTATIC_MELANOMA_TUMOR_CELL_DERIVED	12	9		
NABA_MATRISOME_METASTATIC_COLORECTAL_LIVER_METASTASIS	30	27		
NABA_MATRISOME_MULTIPLE_MYELOMA	10	8		
NABA_MATRISOME_POORLY_METASTATIC_BREAST_CANCER	25	19		
NABA_MATRISOME_POORLY_METASTATIC_BREAST_CANCER_TUMOR_CELL_DERIVED	12	9		
NABA_MATRISOME_POORLY_METASTATIC_MELANOMA	38	32		
NABA_MATRISOME_POORLY_METASTATIC_MELANOMA_TUMOR_CELL_DERIVED	26	24		
NABA_MATRISOME_PRIMARY_METASTATIC_COLORECTAL_TUMOR	59	49		
NABA_PROTEOGLYCANS	35	22		
NABA_SECRETED_FACTORS	343	208		
NADELLA_PRKAR1A_TARGETS_DN	7	7		
NADELLA_PRKAR1A_TARGETS_UP	9	8		
NADERI_BREAST_CANCER_PROGNOSIS_DN	18	16		
NADERI_BREAST_CANCER_PROGNOSIS_UP	51	43		
NADLER_HYPERGLYCEMIA_AT_OBESITY	59	51		
NADLER_OBESITY_DN	49	39		
NADLER_OBESITY_UP	60	54		
NAGASHIMA_EGF_SIGNALING_UP	57	48		
NAGASHIMA_NRG1_SIGNALING_DN	55	42		
NAGASHIMA_NRG1_SIGNALING_UP	172	150		
NAGY_PCAF_COMPONENTS_HUMAN	9	8		
NAGY_STAGA_COMPONENTS_HUMAN	13	11		
NAGY_TFTC_COMPONENTS_HUMAN	18	15		
NAISHIRO_CTNNB1_TARGETS_WITH_LEF1_MOTIF	8	7		
NAKAJIMA_EOSINOPHIL	25	13		
NAKAJIMA_MAST_CELL	46	34		
NAKAMURA_ADIPOGENESIS_EARLY_DN	35	29		
NAKAMURA_ADIPOGENESIS_EARLY_UP	63	51		
NAKAMURA_ADIPOGENESIS_LATE_DN	35	29		
NAKAMURA_ADIPOGENESIS_LATE_UP	98	90		
NAKAMURA_ALVEOLAR_EPITHELIUM	5	5		
NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA	7	5		
NAKAMURA_CANCER_MICROENVIRONMENT_DN	46	42		
NAKAMURA_CANCER_MICROENVIRONMENT_UP	29	16		
NAKAMURA_LUNG_CANCER	9	6		
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS	13	9		
NAKAMURA_METASTASIS	47	39		
NAKAMURA_METASTASIS_MODEL_DN	44	37		
NAKAMURA_METASTASIS_MODEL_UP	45	37		
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN	648		Rejected!	
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP	284	242		
NAKAYAMA_FRA2_TARGETS	44	38		
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	77	60		
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	83	52		
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN	85	58		
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	89	79		
NAM_FXYD5_TARGETS_DN	18	16		
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	51	41		
NATSUME_RESPONSE_TO_INTERFERON_BETA_UP	70	55		
NEBEN_AML_WITH_FLT3_OR_NRAS_DN	12	12		
NEBEN_AML_WITH_FLT3_OR_NRAS_UP	8	7		
NELSON_RESPONSE_TO_ANDROGEN_DN	17	14		
NELSON_RESPONSE_TO_ANDROGEN_UP	83	66		
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN	31	29		
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP	84	68		
NEWMAN_ERCC6_TARGETS_DN	39	27		
NEWMAN_ERCC6_TARGETS_UP	26	17		
NGO_MALIGNANT_GLIOMA_1P_LOH	15	14		
NGUYEN_NOTCH1_TARGETS_DN	83	78		
NGUYEN_NOTCH1_TARGETS_UP	27	25		
NICK_RESPONSE_TO_PROC_TREATMENT_DN	27	23		
NICK_RESPONSE_TO_PROC_TREATMENT_UP	5		Rejected!	
NIKOLSKY_BREAST_CANCER_10Q22_AMPLICON	8	6		
NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON	158	126		
NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON	46	40		
NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON	15	15		
NIKOLSKY_BREAST_CANCER_14Q22_AMPLICON	14	13		
NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON	22	19		
NIKOLSKY_BREAST_CANCER_16P13_AMPLICON	119	94		
NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON	52	43		
NIKOLSKY_BREAST_CANCER_17P11_AMPLICON	10	10		
NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON	132	95		
NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON	334	274		
NIKOLSKY_BREAST_CANCER_19P13_AMPLICON	5		Rejected!	
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	22	12		
NIKOLSKY_BREAST_CANCER_19Q13.4_AMPLICON	7		Rejected!	
NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	38	34		
NIKOLSKY_BREAST_CANCER_1Q32_AMPLICON	13	8		
NIKOLSKY_BREAST_CANCER_20P13_AMPLICON	8	6		
NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON	31	31		
NIKOLSKY_BREAST_CANCER_20Q12_Q13_AMPLICON	149	118		
NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON	16	14		
NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON	17	17		
NIKOLSKY_BREAST_CANCER_5P15_AMPLICON	26	22		
NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON	21	20		
NIKOLSKY_BREAST_CANCER_7P15_AMPLICON	11	11		
NIKOLSKY_BREAST_CANCER_7P22_AMPLICON	38	32		
NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON	75	61		
NIKOLSKY_BREAST_CANCER_8P12_P11_AMPLICON	57	48		
NIKOLSKY_BREAST_CANCER_8Q12_Q22_AMPLICON	132	109		
NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON	157	132		
NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER	94	77		
NIKOLSKY_OVERCONNECTED_IN_BREAST_CANCER	21	19		
NOJIMA_SFRP2_TARGETS_DN	26	18		
NOJIMA_SFRP2_TARGETS_UP	32	23		
NOURUZI_NEPC_ASCL1_TARGETS	159	98		
NOUSHMEHR_GBM_GERMLINE_MUTATED	8	6		
NOUSHMEHR_GBM_SILENCED_BY_METHYLATION	50	42		
NOUSHMEHR_GBM_SOMATIC_MUTATED	9	7		
NOUZOVA_METHYLATED_IN_APL	66	53		
NOUZOVA_TRETINOIN_AND_H4_ACETYLATION	138	125		
NUMATA_CSF3_SIGNALING_VIA_STAT3	21	18		
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	13	12		
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	29	29		
NUTT_GBM_VS_AO_GLIOMA_DN	46	41		
NUTT_GBM_VS_AO_GLIOMA_UP	46	42		
NUYTTEN_EZH2_TARGETS_DN	1023		Rejected!	
NUYTTEN_EZH2_TARGETS_UP	1033		Rejected!	
NUYTTEN_NIPP1_TARGETS_DN	845		Rejected!	
NUYTTEN_NIPP1_TARGETS_UP	768		Rejected!	
ODONNELL_METASTASIS_DN	24	20		
ODONNELL_METASTASIS_UP	76	59		
ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	46	41		
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	83	63		
ODONNELL_TFRC_TARGETS_DN	139	115		
ODONNELL_TFRC_TARGETS_UP	443	293		
OHASHI_AURKA_TARGETS	5	5		
OHASHI_AURKB_TARGETS	8	8		
OHGUCHI_LIVER_HNF4A_TARGETS_DN	171	114		
OHGUCHI_LIVER_HNF4A_TARGETS_UP	50	36		
OHM_EMBRYONIC_CARCINOMA_DN	8	7		
OHM_EMBRYONIC_CARCINOMA_UP	6	6		
OHM_METHYLATED_IN_ADULT_CANCERS	27	24		
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_DN	274	226		
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP	349	303		
OKAWA_NEUROBLASTOMA_1P36_31_DELETION	22	21		
OKUMURA_INFLAMMATORY_RESPONSE_LPS	182	152		
OLSSON_E2F3_TARGETS_DN	39	27		
OLSSON_E2F3_TARGETS_UP	26	19		
ONDER_CDH1_SIGNALING_VIA_CTNNB1	84	65		
ONDER_CDH1_TARGETS_1_DN	170	136		
ONDER_CDH1_TARGETS_1_UP	139	115		
ONDER_CDH1_TARGETS_2_DN	473	395		
ONDER_CDH1_TARGETS_2_UP	257	225		
ONDER_CDH1_TARGETS_3_DN	59	35		
ONDER_CDH1_TARGETS_3_UP	18	16		
ONGUSAHA_BRCA1_TARGETS_DN	11	10		
ONGUSAHA_BRCA1_TARGETS_UP	13	12		
ONGUSAHA_TP53_TARGETS	38	31		
ONKEN_UVEAL_MELANOMA_DN	533	490		
ONKEN_UVEAL_MELANOMA_UP	790		Rejected!	
ONO_AML1_TARGETS_DN	39	30		
ONO_AML1_TARGETS_UP	24	20		
ONO_FOXP3_TARGETS_DN	41	33		
ONO_FOXP3_TARGETS_UP	23	18		
OSADA_ASCL1_TARGETS_DN	24	20		
OSADA_ASCL1_TARGETS_UP	46	34		
OSAWA_TNF_TARGETS	10	8		
OSMAN_BLADDER_CANCER_DN	431	360		
OSMAN_BLADDER_CANCER_UP	402	360		
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	281	214		
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_UP	224	187		
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	35	24		
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	69	62		
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	12	12		
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	118	107		
OUILLETTE_CLL_13Q14_DELETION_DN	55	46		
OUILLETTE_CLL_13Q14_DELETION_UP	75	62		
OUYANG_PROSTATE_CANCER_MARKERS	21	20		
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	21	20		
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	21	18		
OZANNE_AP1_TARGETS_UP	14	12		
OZEN_MIR125B1_TARGETS	23	21		
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP	36	29		
PALOMERO_GSI_SENSITIVITY_DN	5		Rejected!	
PALOMERO_GSI_SENSITIVITY_UP	7	6		
PAL_PRMT5_TARGETS_DN	30	19		
PAL_PRMT5_TARGETS_UP	204	193		
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	148	130		
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_UP	134	122		
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN	43	39		
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	53	43		
PARENT_MTOR_SIGNALING_DN	44	36		
PARENT_MTOR_SIGNALING_UP	567		Rejected!	
PARK_APL_PATHOGENESIS_DN	48	39		
PARK_APL_PATHOGENESIS_UP	14	12		
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	45	41		
PARK_HSC_MARKERS	44	42		
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_DN	15	13		
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_UP	19	17		
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_DN	6		Rejected!	
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_UP	12	11		
PARK_TRETINOIN_RESPONSE	12	11		
PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	30	29		
PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION	23	22		
PASINI_SUZ12_TARGETS_DN	316	278		
PASINI_SUZ12_TARGETS_UP	113	84		
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	172	153		
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	287	258		
PASTURAL_RIZ1_TARGETS_DN	5	5		
PASTURAL_RIZ1_TARGETS_UP	10	7		
PATIL_LIVER_CANCER	660		Rejected!	
PEART_HDAC_PROLIFERATION_CLUSTER_DN	71	66		
PEART_HDAC_PROLIFERATION_CLUSTER_UP	53	51		
PECE_MAMMARY_STEM_CELL_DN	144	126		
PECE_MAMMARY_STEM_CELL_UP	139	110		
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	46	38		
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_3	20	16		
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4	108	90		
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5	11	10		
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	29	20		
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7	399	331		
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	75	64		
PEDRIOLI_MIR31_TARGETS_DN	413	320		
PEDRIOLI_MIR31_TARGETS_UP	223	156		
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	49	45		
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	64	60		
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	23	17		
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	32	23		
PEREZ_TP53_AND_TP63_TARGETS	207	175		
PEREZ_TP53_TARGETS	1201		Rejected!	
PEREZ_TP63_TARGETS	356	293		
PETRETTO_BLOOD_PRESSURE_DN	8	7		
PETRETTO_BLOOD_PRESSURE_UP	12	10		
PETRETTO_CARDIAC_HYPERTROPHY	34	27		
PETRETTO_HEART_MASS_QTL_CIS_DN	28	24		
PETRETTO_HEART_MASS_QTL_CIS_UP	32	28		
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_DN	10	9		
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP	6		Rejected!	
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	162	129		
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	131	118		
PETROVA_PROX1_TARGETS_DN	56	47		
PETROVA_PROX1_TARGETS_UP	25	24		
PHESSE_TARGETS_OF_APC_AND_MBD2_DN	11	11		
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	18	13		
PHONG_TNF_RESPONSE_NOT_VIA_P38	341	304		
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE	224	202		
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	164	138		
PHONG_TNF_TARGETS_DN	8	6		
PHONG_TNF_TARGETS_UP	63	48		
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN	137	121		
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	211	173		
PIEPOLI_LGI1_TARGETS_DN	17	10		
PIEPOLI_LGI1_TARGETS_UP	17	12		
PILON_KLF1_TARGETS_UP	503	427		
PIONTEK_PKD1_TARGETS_DN	18	16		
PIONTEK_PKD1_TARGETS_UP	42	33		
PLASARI_NFIC_TARGETS_BASAL_DN	22	17		
PLASARI_NFIC_TARGETS_BASAL_UP	30	23		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	33	26		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	58	49		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	109	91		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	33	26		
PLASARI_TGFB1_TARGETS_10HR_DN	258	230		
PLASARI_TGFB1_TARGETS_10HR_UP	196	165		
PLASARI_TGFB1_TARGETS_1HR_DN	5	5		
PLASARI_TGFB1_TARGETS_1HR_UP	33	28		
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	18	16		
PODAR_RESPONSE_TO_ADAPHOSTIN_UP	148	124		
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN	61	49		
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_UP	63	55		
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN	44	42		
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_UP	48	41		
POOLA_INVASIVE_BREAST_CANCER_DN	133	107		
POOLA_INVASIVE_BREAST_CANCER_UP	292	214		
POS_HISTAMINE_RESPONSE_NETWORK	31	27		
POS_RESPONSE_TO_HISTAMINE_DN	11	11		
POS_RESPONSE_TO_HISTAMINE_UP	12	12		
PRAMOONJAGO_SOX4_TARGETS_DN	49	44		
PRAMOONJAGO_SOX4_TARGETS_UP	52	44		
PROVENZANI_METASTASIS_DN	142	118		
PROVENZANI_METASTASIS_UP	204	173		
PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	146	131		
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	79	66		
PUJANA_ATM_PCC_NETWORK	1394		Rejected!	
PUJANA_BRCA1_PCC_NETWORK	1626		Rejected!	
PUJANA_BRCA2_PCC_NETWORK	426	389		
PUJANA_BRCA_CENTERED_NETWORK	118	115		
PUJANA_BREAST_CANCER_LIT_INT_NETWORK	101	100		
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_DN	9	9		
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	55	55		
PUJANA_CHEK2_PCC_NETWORK	761		Rejected!	
PUJANA_XPRSS_INT_NETWORK	168	161		
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN	161	142		
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_UP	77	64		
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	403	332		
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP	296	244		
PURWIN_A375_MEWO_COMMON_SOX10_TARGETS	29	25		
PURWIN_A375_SOX10_TARGETS	55	46		
PURWIN_MEWO_SOX10_TARGETS	92	81		
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	29	12		
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	195	169		
PYEON_HPV_POSITIVE_TUMORS_DN	10	8		
PYEON_HPV_POSITIVE_TUMORS_UP	101	80		
QI_HYPOXIA	133	125		
QI_HYPOXIA_TARGETS_OF_HIF1A_AND_FOXA2	35	32		
QI_PLASMACYTOMA_DN	98	82		
QI_PLASMACYTOMA_UP	254	219		
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	82	76		
RADAEVA_RESPONSE_TO_IFNA1_DN	10	9		
RADAEVA_RESPONSE_TO_IFNA1_UP	47	34		
RADMACHER_AML_PROGNOSIS	81	66		
RAFFEL_VEGFA_TARGETS_DN	5		Rejected!	
RAFFEL_VEGFA_TARGETS_UP	9	8		
RAGHAVACHARI_PLATELET_SPECIFIC_GENES	71	60		
RAHMAN_TP53_TARGETS_PHOSPHORYLATED	20	20		
RAMALHO_STEMNESS_DN	72	65		
RAMALHO_STEMNESS_UP	196	184		
RAMASWAMY_METASTASIS_DN	59	50		
RAMASWAMY_METASTASIS_UP	66	58		
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN	8	8		
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	6	5		
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	10	9		
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	10	10		
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	10	9		
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_UP	15	15		
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	21	21		
RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_DN	8	6		
RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_UP	5		Rejected!	
RAO_BOUND_BY_SALL4	226	198		
RAO_BOUND_BY_SALL4_ISOFORM_A	194	139		
RAO_BOUND_BY_SALL4_ISOFORM_B	526	438		
RASHI_NFKB1_TARGETS	18	15		
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	39	30		
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	125	112		
RASHI_RESPONSE_TO_IONIZING_RADIATION_3	47	45		
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	48	43		
RASHI_RESPONSE_TO_IONIZING_RADIATION_5	134	121		
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	97	56		
RATTENBACHER_BOUND_BY_CELF1	445	350		
RAY_ALZHEIMERS_DISEASE	13	6		
RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN	15	12		
RAY_TARGETS_OF_P210_BCR_ABL_FUSION_UP	16	13		
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	266	231		
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_UP	204	158		
REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS	8	8		
REICHERT_MITOSIS_LIN9_TARGETS	27	26		
REN_ALVEOLAR_RHABDOMYOSARCOMA_DN	407	367		
REN_ALVEOLAR_RHABDOMYOSARCOMA_UP	99	83		
REN_BOUND_BY_E2F	62	57		
REN_MIF_TARGETS_DN	5		Rejected!	
RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN	368	327		
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	76	60		
RHODES_CANCER_META_SIGNATURE	65	61		
RHODES_UNDIFFERENTIATED_CANCER	69	61		
RICKMAN_HEAD_AND_NECK_CANCER_A	105	77		
RICKMAN_HEAD_AND_NECK_CANCER_B	55	25		
RICKMAN_HEAD_AND_NECK_CANCER_C	116	69		
