NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	Details ...	97	0.76719755	2.0685544	0.0	0.0	0.0	2016	tags=57%, list=13%, signal=65%	
KOHN_EMT_EPITHELIAL	KOHN_EMT_EPITHELIAL	Details ...	20	0.87864065	2.054697	0.0	5.047493E-4	0.001	1078	tags=75%, list=7%, signal=81%	
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	Details ...	49	0.78339225	2.0433314	0.0	6.7447266E-4	0.002	1590	tags=45%, list=10%, signal=50%	
HOLLERN_EMT_BREAST_TUMOR_DN	HOLLERN_EMT_BREAST_TUMOR_DN	Details ...	106	0.7583957	2.032496	0.0	7.5783674E-4	0.003	2282	tags=60%, list=15%, signal=70%	
AIGNER_ZEB1_TARGETS	AIGNER_ZEB1_TARGETS	Details ...	32	0.80543905	2.0117698	0.0	8.077612E-4	0.004	1758	tags=66%, list=11%, signal=74%	
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	Details ...	16	0.8799293	2.0048769	0.0	6.731344E-4	0.004	1346	tags=75%, list=9%, signal=82%	
WU_CELL_MIGRATION	WU_CELL_MIGRATION	Details ...	151	0.73106176	1.9884437	0.0	0.0014404458	0.01	2241	tags=52%, list=15%, signal=60%	
FOROUTAN_INTEGRATED_TGFB_EMT_DN	FOROUTAN_INTEGRATED_TGFB_EMT_DN	Details ...	58	0.7614231	1.976798	0.0	0.002522014	0.02	1169	tags=48%, list=8%, signal=52%	
MOSERLE_IFNA_RESPONSE	MOSERLE_IFNA_RESPONSE	Details ...	23	0.8123345	1.972898	0.0	0.0023535392	0.021	1311	tags=57%, list=9%, signal=62%	
REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT	REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT	Details ...	14	0.8686792	1.9616376	0.0	0.00292752	0.029	771	tags=57%, list=5%, signal=60%	
COLDREN_GEFITINIB_RESISTANCE_DN	COLDREN_GEFITINIB_RESISTANCE_DN	Details ...	183	0.71182394	1.947213	0.0	0.0043139243	0.047	1895	tags=47%, list=12%, signal=53%	
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	Details ...	85	0.71151495	1.9322965	0.0	0.0058038775	0.067	1930	tags=38%, list=13%, signal=43%	
LIANG_SILENCED_BY_METHYLATION_UP	LIANG_SILENCED_BY_METHYLATION_UP	Details ...	23	0.8083891	1.9322889	0.0	0.0053574257	0.067	1987	tags=61%, list=13%, signal=70%	
REACTOME_KERATINIZATION	REACTOME_KERATINIZATION	Details ...	57	0.7312547	1.9165312	0.0	0.008075183	0.106	1019	tags=28%, list=7%, signal=30%	
ELLWOOD_MYC_TARGETS_DN	ELLWOOD_MYC_TARGETS_DN	Details ...	35	0.7558016	1.9156802	0.0	0.0078058764	0.11	2272	tags=57%, list=15%, signal=67%	
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	Details ...	226	0.6968242	1.9135159	0.0	0.007949611	0.12	1769	tags=41%, list=12%, signal=46%	
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	Details ...	54	0.73331493	1.9088542	0.0	0.008729326	0.137	1019	tags=30%, list=7%, signal=32%	
SANA_RESPONSE_TO_IFNG_UP	SANA_RESPONSE_TO_IFNG_UP	Details ...	49	0.7332235	1.9082073	0.0	0.008300948	0.138	1636	tags=47%, list=11%, signal=52%	
REACTOME_KIDNEY_DEVELOPMENT	REACTOME_KIDNEY_DEVELOPMENT	Details ...	36	0.7579663	1.897503	0.0	0.010360954	0.175	1164	tags=42%, list=8%, signal=45%	
REACTOME_TIGHT_JUNCTION_INTERACTIONS	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Details ...	23	0.7845494	1.8911649	0.0	0.011964678	0.213	1610	tags=52%, list=11%, signal=58%	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP		10	0.9185337	1.8911194	0.0	0.011442868	0.214	425	tags=50%, list=3%, signal=51%	
DER_IFN_ALPHA_RESPONSE_UP	DER_IFN_ALPHA_RESPONSE_UP		59	0.71699214	1.8896161	0.0	0.011474212	0.224	2163	tags=51%, list=14%, signal=59%	
GU_PDEF_TARGETS_DN	GU_PDEF_TARGETS_DN		27	0.77750593	1.8870866	0.0	0.011633765	0.238	1320	tags=41%, list=9%, signal=45%	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN		150	0.6872589	1.8843676	0.0	0.011948226	0.25	2357	tags=44%, list=15%, signal=52%	
FOROUTAN_TGFB_EMT_DN	FOROUTAN_TGFB_EMT_DN		88	0.6977097	1.8829341	0.0	0.0117531875	0.256	2967	tags=56%, list=19%, signal=69%	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN		48	0.7300635	1.8821639	0.0	0.011572805	0.261	2255	tags=46%, list=15%, signal=54%	
ZHANG_INTERFERON_RESPONSE	ZHANG_INTERFERON_RESPONSE		15	0.8460807	1.8798193	0.0	0.012116929	0.284	1760	tags=80%, list=12%, signal=90%	
HUANG_FOXA2_TARGETS_DN	HUANG_FOXA2_TARGETS_DN		31	0.75105304	1.8765737	0.0	0.012766232	0.303	654	tags=35%, list=4%, signal=37%	
WP_PANCREATIC_CANCER_SUBTYPES	WP_PANCREATIC_CANCER_SUBTYPES		23	0.7784176	1.8734268	0.0043010754	0.013649239	0.326	2080	tags=48%, list=14%, signal=55%	
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP	HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP		53	0.7201847	1.8708241	0.0	0.014068675	0.342	1699	tags=42%, list=11%, signal=47%	
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN		23	0.7633614	1.8693951	0.0	0.014200438	0.352	2295	tags=61%, list=15%, signal=72%	
REACTOME_NEPHRON_DEVELOPMENT	REACTOME_NEPHRON_DEVELOPMENT		12	0.87586135	1.8688871	0.0	0.013851177	0.353	1562	tags=75%, list=10%, signal=83%	
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN		51	0.7283444	1.8684534	0.0	0.013523209	0.355	2027	tags=49%, list=13%, signal=56%	
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE		37	0.7456086	1.8672318	0.0	0.013838549	0.366	1528	tags=41%, list=10%, signal=45%	
WP_MARKERS_OF_KIDNEY_CELL_LINEAGE	WP_MARKERS_OF_KIDNEY_CELL_LINEAGE		55	0.7193768	1.8651272	0.0	0.014192737	0.379	1733	tags=38%, list=11%, signal=43%	
HECKER_IFNB1_TARGETS	HECKER_IFNB1_TARGETS		66	0.71463263	1.8642025	0.0	0.014135491	0.386	1854	tags=44%, list=12%, signal=50%	
JAEGER_METASTASIS_DN	JAEGER_METASTASIS_DN		194	0.67629635	1.8586633	0.0	0.016237743	0.438	2360	tags=38%, list=15%, signal=44%	
DEMAGALHAES_AGING_UP	DEMAGALHAES_AGING_UP		39	0.7280749	1.8579499	0.0	0.016155832	0.441	2974	tags=69%, list=19%, signal=86%	
FOROUTAN_PRODRANK_TGFB_EMT_DN	FOROUTAN_PRODRANK_TGFB_EMT_DN		68	0.6975218	1.8566221	0.0	0.016207365	0.451	2967	tags=54%, list=19%, signal=67%	
WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN	WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN		15	0.8199954	1.8566157	0.002247191	0.015827397	0.451	1624	tags=60%, list=11%, signal=67%	
ONDER_CDH1_TARGETS_2_DN	ONDER_CDH1_TARGETS_2_DN		395	0.6710738	1.8531625	0.0	0.016769754	0.479	1554	tags=35%, list=10%, signal=38%	
SIMBULAN_PARP1_TARGETS_UP	SIMBULAN_PARP1_TARGETS_UP		26	0.75478333	1.8476616	0.0	0.018607058	0.519	1987	tags=54%, list=13%, signal=62%	
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_3	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_3		16	0.81193316	1.8440973	0.0	0.01981757	0.553	2003	tags=63%, list=13%, signal=72%	
BROWNE_INTERFERON_RESPONSIVE_GENES	BROWNE_INTERFERON_RESPONSIVE_GENES		54	0.7071612	1.8397108	0.0	0.021845387	0.593	1453	tags=39%, list=9%, signal=43%	
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN		94	0.6849238	1.8384836	0.0	0.022010135	0.602	3405	tags=57%, list=22%, signal=73%	
HALMOS_CEBPA_TARGETS_DN	HALMOS_CEBPA_TARGETS_DN		36	0.72818464	1.8342242	0.0	0.023945218	0.649	1221	tags=39%, list=8%, signal=42%	
ABBUD_LIF_SIGNALING_2_UP	ABBUD_LIF_SIGNALING_2_UP		13	0.8411994	1.8330942	0.0011494253	0.023994623	0.657	1847	tags=62%, list=12%, signal=70%	
WP_ID_SIGNALING	WP_ID_SIGNALING		15	0.82311547	1.8319614	0.0	0.024230588	0.67	444	tags=33%, list=3%, signal=34%	
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN	DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN		86	0.67936903	1.831929	0.0	0.023756577	0.671	2938	tags=56%, list=19%, signal=69%	
FRASOR_RESPONSE_TO_ESTRADIOL_DN	FRASOR_RESPONSE_TO_ESTRADIOL_DN		65	0.69711983	1.8298935	0.0	0.024410577	0.686	2189	tags=49%, list=14%, signal=57%	
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP		55	0.695824	1.8289642	0.0	0.024526015	0.695	1345	tags=38%, list=9%, signal=42%	
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN		76	0.6911073	1.8274022	0.0	0.024830958	0.702	2493	tags=37%, list=16%, signal=44%	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP		101	0.67286116	1.8253822	0.0	0.025600808	0.719	3090	tags=51%, list=20%, signal=64%	
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP		98	0.6775364	1.8249092	0.0	0.025463523	0.725	1992	tags=37%, list=13%, signal=42%	
HUPER_BREAST_BASAL_VS_LUMINAL_UP	HUPER_BREAST_BASAL_VS_LUMINAL_UP		38	0.72076374	1.824566	0.0	0.025129126	0.727	2455	tags=53%, list=16%, signal=63%	
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN		44	0.7095591	1.8244605	0.0	0.024770552	0.729	1437	tags=45%, list=9%, signal=50%	
VALK_AML_CLUSTER_10	VALK_AML_CLUSTER_10		28	0.73149365	1.8232405	0.0	0.025009438	0.737	3139	tags=75%, list=21%, signal=94%	
LIU_CDX2_TARGETS_UP	LIU_CDX2_TARGETS_UP		24	0.76289356	1.8205445	0.0010729614	0.02628354	0.757	1433	tags=38%, list=9%, signal=41%	
WP_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4	WP_MAMMARY_GLAND_DEVELOPMENT_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4		13	0.8275498	1.8205091	0.0023228803	0.025855264	0.758	1567	tags=54%, list=10%, signal=60%	
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES		17	0.7982827	1.8175392	0.0	0.027138624	0.778	1302	tags=47%, list=9%, signal=51%	
OHM_METHYLATED_IN_ADULT_CANCERS	OHM_METHYLATED_IN_ADULT_CANCERS		24	0.74040216	1.8168229	0.0010604454	0.0269588	0.786	1567	tags=42%, list=10%, signal=46%	
CHEOK_RESPONSE_TO_HD_MTX_UP	CHEOK_RESPONSE_TO_HD_MTX_UP		18	0.7761035	1.8121749	0.0	0.029469425	0.82	2684	tags=72%, list=18%, signal=87%	
DOANE_BREAST_CANCER_CLASSES_DN	DOANE_BREAST_CANCER_CLASSES_DN		27	0.72527564	1.8087194	0.0	0.031051792	0.842	2453	tags=56%, list=16%, signal=66%	
LOPEZ_EPITHELIOID_MESOTHELIOMA	LOPEZ_EPITHELIOID_MESOTHELIOMA		13	0.8239059	1.8082182	0.0022753128	0.030819232	0.846	1189	tags=38%, list=8%, signal=42%	
XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR	XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR		13	0.8240716	1.8062446	0.0	0.031649478	0.858	1065	tags=38%, list=7%, signal=41%	
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP		361	0.64891905	1.8061894	0.0	0.03123113	0.858	2374	tags=40%, list=16%, signal=46%	
BORLAK_LIVER_CANCER_EGF_UP	BORLAK_LIVER_CANCER_EGF_UP		41	0.7074045	1.8033931	0.0	0.03242201	0.866	624	tags=34%, list=4%, signal=36%	
WIKMAN_ASBESTOS_LUNG_CANCER_UP	WIKMAN_ASBESTOS_LUNG_CANCER_UP		15	0.78751224	1.8013111	0.0011587485	0.033429846	0.872	105	tags=20%, list=1%, signal=20%	
MCDOWELL_ACUTE_LUNG_INJURY_UP	MCDOWELL_ACUTE_LUNG_INJURY_UP		36	0.7102864	1.8011739	0.0	0.033106364	0.873	3120	tags=61%, list=20%, signal=77%	
CROMER_TUMORIGENESIS_DN	CROMER_TUMORIGENESIS_DN		30	0.73194087	1.8006907	0.0	0.03290745	0.875	2721	tags=57%, list=18%, signal=69%	
BRAUNE_GEIST_20_GENE_NOTCH_SIG_BREAST_CANCER	BRAUNE_GEIST_20_GENE_NOTCH_SIG_BREAST_CANCER		19	0.77279705	1.7992818	0.0	0.033197746	0.881	1164	tags=32%, list=8%, signal=34%	
LIANG_SILENCED_BY_METHYLATION_2	LIANG_SILENCED_BY_METHYLATION_2		31	0.7075066	1.798623	0.0	0.033395473	0.885	856	tags=32%, list=6%, signal=34%	
DOANE_BREAST_CANCER_ESR1_DN	DOANE_BREAST_CANCER_ESR1_DN		30	0.72289246	1.7981566	0.0	0.033173203	0.888	1513	tags=33%, list=10%, signal=37%	
WANG_SMARCE1_TARGETS_UP	WANG_SMARCE1_TARGETS_UP		246	0.65166575	1.7973095	0.0	0.03322954	0.892	2011	tags=39%, list=13%, signal=45%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_6	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_6		64	0.6842772	1.7969749	0.0	0.03294794	0.892	2172	tags=48%, list=14%, signal=56%	
LI_LUNG_CANCER	LI_LUNG_CANCER		35	0.7199049	1.796176	0.0	0.03295311	0.897	1661	tags=37%, list=11%, signal=42%	
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN	WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN		59	0.6818199	1.7958906	0.0	0.032695714	0.897	3035	tags=51%, list=20%, signal=63%	
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION		76	0.6803689	1.7955114	0.0	0.032509603	0.899	1779	tags=38%, list=12%, signal=43%	
MUELLER_METHYLATED_IN_GLIOBLASTOMA	MUELLER_METHYLATED_IN_GLIOBLASTOMA		28	0.730892	1.7947152	0.0	0.032609083	0.902	906	tags=29%, list=6%, signal=30%	
OZANNE_AP1_TARGETS_UP	OZANNE_AP1_TARGETS_UP		12	0.8198266	1.7912952	0.0	0.034270536	0.914	1717	tags=50%, list=11%, signal=56%	
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2		39	0.70611465	1.790542	0.0	0.034321196	0.915	968	tags=28%, list=6%, signal=30%	
NIKOLSKY_BREAST_CANCER_7P15_AMPLICON	NIKOLSKY_BREAST_CANCER_7P15_AMPLICON		11	0.8528217	1.7902606	0.0012077295	0.034087494	0.916	610	tags=64%, list=4%, signal=66%	
NOJIMA_SFRP2_TARGETS_DN	NOJIMA_SFRP2_TARGETS_DN		18	0.78506345	1.7896812	0.0	0.034054074	0.918	1567	tags=50%, list=10%, signal=56%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_9	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_9		62	0.6861908	1.7887659	0.0	0.034297884	0.922	2739	tags=50%, list=18%, signal=61%	
MARKEY_RB1_CHRONIC_LOF_DN	MARKEY_RB1_CHRONIC_LOF_DN		99	0.6657158	1.7845862	0.0	0.036745213	0.938	3079	tags=51%, list=20%, signal=63%	
HENDRICKS_SMARCA4_TARGETS_DN	HENDRICKS_SMARCA4_TARGETS_DN		35	0.713701	1.783797	0.0010341262	0.036881287	0.939	2579	tags=57%, list=17%, signal=69%	
DISTECHE_ESCAPED_FROM_X_INACTIVATION	DISTECHE_ESCAPED_FROM_X_INACTIVATION		9	0.8614752	1.7836103	0.0012437811	0.0366082	0.939	1886	tags=67%, list=12%, signal=76%	
CHANG_IMMORTALIZED_BY_HPV31_DN	CHANG_IMMORTALIZED_BY_HPV31_DN		42	0.6962814	1.7821811	0.0	0.037143942	0.943	1487	tags=33%, list=10%, signal=37%	
GILDEA_METASTASIS	GILDEA_METASTASIS		23	0.74987084	1.7813947	0.0	0.03721425	0.948	1854	tags=61%, list=12%, signal=69%	
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN	SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN		72	0.6652168	1.7809343	0.0	0.037058987	0.948	2483	tags=43%, list=16%, signal=51%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP		380	0.642456	1.7809181	0.0	0.036662817	0.948	2673	tags=42%, list=17%, signal=50%	
REACTOME_SMOOTH_MUSCLE_CONTRACTION	REACTOME_SMOOTH_MUSCLE_CONTRACTION		36	0.6947534	1.7798243	0.0	0.037240904	0.95	2988	tags=61%, list=20%, signal=76%	
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN		53	0.6905832	1.7796628	0.0	0.036916472	0.95	2041	tags=47%, list=13%, signal=54%	
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN	LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN		79	0.67564183	1.7786405	0.0	0.037210852	0.954	2433	tags=42%, list=16%, signal=49%	
WP_CHOLESTASIS	WP_CHOLESTASIS		17	0.7851423	1.7783625	0.0011135858	0.037010364	0.954	234	tags=12%, list=2%, signal=12%	
REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_JUNCTION_ORGANIZATION		102	0.6691214	1.7751498	0.0	0.038917392	0.962	2541	tags=43%, list=17%, signal=51%	
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP	BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP		147	0.6528573	1.7750974	0.0	0.038547274	0.962	1783	tags=39%, list=12%, signal=43%	
ONDER_CDH1_TARGETS_3_DN	ONDER_CDH1_TARGETS_3_DN		35	0.7064706	1.7750297	0.0	0.038195245	0.962	2117	tags=43%, list=14%, signal=50%	
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN		70	0.67268604	1.7740197	0.0	0.0385332	0.964	2227	tags=47%, list=15%, signal=55%	
DER_IFN_BETA_RESPONSE_UP	DER_IFN_BETA_RESPONSE_UP		89	0.6643062	1.773334	0.0	0.03873363	0.966	2760	tags=49%, list=18%, signal=60%	
KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY		45	0.69512564	1.7728969	0.0	0.038729876	0.968	1922	tags=42%, list=13%, signal=48%	
LEE_LIVER_CANCER_HEPATOBLAST	LEE_LIVER_CANCER_HEPATOBLAST		12	0.83164716	1.77201	0.0011876485	0.038993664	0.969	2318	tags=67%, list=15%, signal=79%	
CROONQUIST_STROMAL_STIMULATION_UP	CROONQUIST_STROMAL_STIMULATION_UP		37	0.69535863	1.770481	0.0	0.039840348	0.975	3523	tags=65%, list=23%, signal=84%	
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP		41	0.6952261	1.7702302	0.0	0.03966124	0.977	1311	tags=46%, list=9%, signal=51%	
LEE_SP4_THYMOCYTE	LEE_SP4_THYMOCYTE		12	0.82328594	1.7688977	0.0	0.040273245	0.98	409	tags=42%, list=3%, signal=43%	
PID_REG_GR_PATHWAY	PID_REG_GR_PATHWAY		69	0.6679495	1.7687532	0.0	0.04001711	0.98	2685	tags=36%, list=18%, signal=44%	
WP_TROP2_REGULATORY_SIGNALING	WP_TROP2_REGULATORY_SIGNALING		45	0.68584263	1.7677782	0.0	0.040284865	0.983	2759	tags=56%, list=18%, signal=68%	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP	SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP		9	0.85826427	1.7661436	0.00125	0.04112709	0.983	967	tags=56%, list=6%, signal=59%	
XU_AKT1_TARGETS_6HR	XU_AKT1_TARGETS_6HR		21	0.74843687	1.7661182	0.0	0.04075902	0.983	2043	tags=43%, list=13%, signal=49%	
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP		55	0.6732514	1.765289	0.0	0.040939663	0.983	1973	tags=40%, list=13%, signal=46%	
PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY		45	0.6860908	1.7610195	0.0	0.043662846	0.988	2621	tags=56%, list=17%, signal=67%	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN		115	0.6493254	1.7597742	0.0	0.044309475	0.99	3021	tags=54%, list=20%, signal=67%	
MAHADEVAN_IMATINIB_RESISTANCE_DN	MAHADEVAN_IMATINIB_RESISTANCE_DN		16	0.7663705	1.7578543	0.0011376564	0.045588665	0.993	1913	tags=50%, list=13%, signal=57%	
BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN	BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN		24	0.7299286	1.7555997	0.0021231424	0.047172457	0.995	1949	tags=54%, list=13%, signal=62%	
REACTOME_SYNTHESIS_OF_PC	REACTOME_SYNTHESIS_OF_PC		26	0.7201278	1.7553014	0.003215434	0.04698172	0.995	956	tags=27%, list=6%, signal=29%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP		80	0.65887207	1.7552475	0.0	0.04664627	0.995	2987	tags=54%, list=20%, signal=66%	
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN	CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN		136	0.6466563	1.7545911	0.0	0.046756577	0.995	3372	tags=55%, list=22%, signal=70%	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN		40	0.6835764	1.7541798	0.0	0.04668538	0.995	3051	tags=58%, list=20%, signal=72%	
WP_LUNG_FIBROSIS	WP_LUNG_FIBROSIS		48	0.67740124	1.7538526	0.0	0.046666637	0.995	1855	tags=31%, list=12%, signal=35%	
LANDIS_BREAST_CANCER_PROGRESSION_UP	LANDIS_BREAST_CANCER_PROGRESSION_UP		40	0.6870031	1.7521755	0.0	0.04751467	0.996	1424	tags=45%, list=9%, signal=49%	
GROSS_ELK3_TARGETS_DN	GROSS_ELK3_TARGETS_DN		24	0.7251064	1.7521262	0.0032085562	0.047147032	0.996	1385	tags=38%, list=9%, signal=41%	
MOOTHA_GLYCOLYSIS	MOOTHA_GLYCOLYSIS		21	0.7419601	1.751872	0.0021953897	0.046950772	0.996	607	tags=24%, list=4%, signal=25%	
WANG_BARRETTS_ESOPHAGUS_UP	WANG_BARRETTS_ESOPHAGUS_UP		39	0.68778604	1.7516768	0.0	0.046692118	0.996	1070	tags=31%, list=7%, signal=33%	
DAUER_STAT3_TARGETS_DN	DAUER_STAT3_TARGETS_DN		35	0.6958184	1.7499428	0.0	0.048098516	0.998	1704	tags=46%, list=11%, signal=51%	
LIM_MAMMARY_STEM_CELL_DN	LIM_MAMMARY_STEM_CELL_DN		375	0.62783355	1.7490845	0.0	0.048400376	0.999	2828	tags=40%, list=18%, signal=48%	
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN		38	0.6975544	1.7490444	0.0	0.048040267	0.999	2495	tags=47%, list=16%, signal=56%	
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP		169	0.6400067	1.7484645	0.0	0.048075393	0.999	2703	tags=47%, list=18%, signal=57%	
MCBRYAN_TERMINAL_END_BUD_UP	MCBRYAN_TERMINAL_END_BUD_UP		10	0.82313496	1.7472767	0.0	0.048883054	1.0	752	tags=50%, list=5%, signal=53%	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP		142	0.63961136	1.746091	0.0	0.049427602	1.0	2382	tags=42%, list=16%, signal=49%	
LEE_LIVER_CANCER_MYC_TGFA_UP	LEE_LIVER_CANCER_MYC_TGFA_UP		49	0.67956626	1.7459984	0.00101833	0.049163993	1.0	2716	tags=47%, list=18%, signal=57%	
