NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
BIOCARTA_PTEN_PATHWAY	BIOCARTA_PTEN_PATHWAY		18	0.6502539	1.5140342	0.039215688	0.11989574	1.0	3421	tags=56%, list=22%, signal=71%	
WP_GASTRIN_SIGNALING	WP_GASTRIN_SIGNALING		100	0.5656184	1.5138714	0.0	0.119943835	1.0	2628	tags=39%, list=17%, signal=47%	
QI_PLASMACYTOMA_DN	QI_PLASMACYTOMA_DN		82	0.57433426	1.5135871	0.0	0.12013911	1.0	4701	tags=57%, list=31%, signal=82%	
WP_RANKLRANK_SIGNALING	WP_RANKLRANK_SIGNALING		51	0.5833759	1.5134144	0.006085193	0.1202143	1.0	4790	tags=63%, list=31%, signal=91%	
HORIUCHI_WTAP_TARGETS_UP	HORIUCHI_WTAP_TARGETS_UP		249	0.55236804	1.5133449	0.0	0.12017867	1.0	4285	tags=51%, list=28%, signal=69%	
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN		179	0.5482665	1.5133361	0.0	0.120065086	1.0	2965	tags=33%, list=19%, signal=40%	
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP		22	0.63171107	1.5133312	0.029094828	0.11995176	1.0	1174	tags=27%, list=8%, signal=29%	
PID_NOTCH_PATHWAY	PID_NOTCH_PATHWAY		54	0.57234263	1.5130963	0.0071283095	0.12011072	1.0	2236	tags=30%, list=15%, signal=35%	
MEISSNER_NPC_HCP_WITH_H3K27ME3	MEISSNER_NPC_HCP_WITH_H3K27ME3		62	0.5822989	1.5130388	0.0030241935	0.12005714	1.0	1624	tags=26%, list=11%, signal=29%	
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX	WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX		26	0.61753196	1.5129747	0.010548524	0.120028876	1.0	2241	tags=38%, list=15%, signal=45%	
COLINA_TARGETS_OF_4EBP1_AND_4EBP2	COLINA_TARGETS_OF_4EBP1_AND_4EBP2		311	0.54427993	1.5126225	0.0	0.12030337	1.0	3651	tags=39%, list=24%, signal=50%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		34	0.59592074	1.512558	0.01985371	0.12026186	1.0	4248	tags=59%, list=28%, signal=81%	
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION		379	0.54317963	1.5123852	0.0	0.12031909	1.0	3321	tags=41%, list=22%, signal=51%	
YANG_BREAST_CANCER_ESR1_DN	YANG_BREAST_CANCER_ESR1_DN		19	0.6371086	1.5119876	0.034988713	0.120654866	1.0	2473	tags=37%, list=16%, signal=44%	
BOYLAN_MULTIPLE_MYELOMA_PCA3_DN	BOYLAN_MULTIPLE_MYELOMA_PCA3_DN		59	0.57662386	1.5119294	0.0070921984	0.12058713	1.0	2841	tags=47%, list=19%, signal=58%	
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY		7	0.78158826	1.5118618	0.024611399	0.120551564	1.0	2584	tags=86%, list=17%, signal=103%	
WP_PDGFRBETA_PATHWAY	WP_PDGFRBETA_PATHWAY		27	0.61167777	1.5117118	0.016931217	0.12059241	1.0	4825	tags=70%, list=32%, signal=103%	
FUJII_YBX1_TARGETS_UP	FUJII_YBX1_TARGETS_UP		39	0.5916891	1.511472	0.015608741	0.12072805	1.0	2134	tags=38%, list=14%, signal=45%	
BIOCARTA_SPRY_PATHWAY	BIOCARTA_SPRY_PATHWAY		17	0.65362287	1.5114684	0.029605264	0.120614395	1.0	4777	tags=76%, list=31%, signal=111%	
PID_LYMPH_ANGIOGENESIS_PATHWAY	PID_LYMPH_ANGIOGENESIS_PATHWAY		24	0.6221172	1.5112826	0.023758098	0.120702915	1.0	3421	tags=58%, list=22%, signal=75%	
FOROUTAN_INTEGRATED_TGFB_EMT_UP	FOROUTAN_INTEGRATED_TGFB_EMT_UP		99	0.56221324	1.5110196	0.0	0.1208542	1.0	3624	tags=46%, list=24%, signal=60%	
KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY		15	0.67208296	1.5109848	0.024054984	0.12078262	1.0	1647	tags=27%, list=11%, signal=30%	
IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS	IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS		7	0.78394467	1.5107459	0.022135416	0.120935455	1.0	645	tags=29%, list=4%, signal=30%	
WP_BLADDER_CANCER	WP_BLADDER_CANCER		35	0.61343753	1.5107224	0.0155925155	0.12084307	1.0	2125	tags=40%, list=14%, signal=46%	
PID_FGF_PATHWAY	PID_FGF_PATHWAY		47	0.5781058	1.5104587	0.011247444	0.121026225	1.0	3772	tags=49%, list=25%, signal=65%	
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K		6	0.7916018	1.5104573	0.03234501	0.1209091	1.0	3159	tags=83%, list=21%, signal=105%	
SMID_BREAST_CANCER_NORMAL_LIKE_UP	SMID_BREAST_CANCER_NORMAL_LIKE_UP		355	0.5447784	1.5102818	0.0	0.120956	1.0	3707	tags=41%, list=24%, signal=53%	
PID_VEGFR1_2_PATHWAY	PID_VEGFR1_2_PATHWAY		68	0.5658035	1.5102154	0.001003009	0.12091161	1.0	4833	tags=57%, list=32%, signal=83%	
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP		28	0.60847455	1.5101954	0.022604952	0.12080781	1.0	2361	tags=29%, list=15%, signal=34%	
VALK_AML_CLUSTER_7	VALK_AML_CLUSTER_7		19	0.64951515	1.5101826	0.023281597	0.12070123	1.0	3296	tags=37%, list=22%, signal=47%	
LINDVALL_IMMORTALIZED_BY_TERT_UP	LINDVALL_IMMORTALIZED_BY_TERT_UP		57	0.57635313	1.5100832	0.002016129	0.1207046	1.0	4001	tags=58%, list=26%, signal=78%	
BIOCARTA_TCYTOTOXIC_PATHWAY	BIOCARTA_TCYTOTOXIC_PATHWAY		8	0.75123066	1.5100776	0.03717949	0.120591424	1.0	2561	tags=75%, list=17%, signal=90%	
WP_GLYCOSAMINOGLYCAN_DEGRADATION	WP_GLYCOSAMINOGLYCAN_DEGRADATION		16	0.663518	1.5099094	0.03047404	0.12065609	1.0	2745	tags=56%, list=18%, signal=68%	
REACTOME_REGULATED_NECROSIS	REACTOME_REGULATED_NECROSIS		51	0.57720053	1.5092258	0.0040650405	0.1212747	1.0	2569	tags=41%, list=17%, signal=49%	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES		17	0.6468744	1.5090162	0.029312288	0.12138982	1.0	1867	tags=41%, list=12%, signal=47%	
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK		101	0.562086	1.5088797	0.002004008	0.12141617	1.0	3568	tags=45%, list=23%, signal=58%	
SIG_BCR_SIGNALING_PATHWAY	SIG_BCR_SIGNALING_PATHWAY		44	0.57831395	1.5086808	0.014256619	0.12157912	1.0	3614	tags=48%, list=24%, signal=62%	
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS	REACTOME_RHO_GTPASES_ACTIVATE_ROCKS		19	0.63469833	1.5086601	0.033954	0.121479526	1.0	5080	tags=74%, list=33%, signal=110%	
BROWNE_HCMV_INFECTION_12HR_DN	BROWNE_HCMV_INFECTION_12HR_DN		85	0.5649135	1.5086156	0.0	0.12140858	1.0	2323	tags=25%, list=15%, signal=29%	
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3		112	0.5608562	1.508608	0.0	0.12130442	1.0	2016	tags=24%, list=13%, signal=28%	
WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS	WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS		19	0.64690304	1.5083334	0.032222223	0.121514834	1.0	2387	tags=37%, list=16%, signal=44%	
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE		61	0.57116956	1.5083014	0.005050505	0.121433295	1.0	1100	tags=25%, list=7%, signal=26%	
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS		11	0.7111802	1.5079876	0.03436019	0.121689	1.0	1513	tags=45%, list=10%, signal=50%	
HASINA_NOL7_TARGETS_UP	HASINA_NOL7_TARGETS_UP		12	0.7069619	1.5079594	0.03214286	0.12160647	1.0	2588	tags=50%, list=17%, signal=60%	
WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY	WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY		21	0.6375001	1.5075191	0.029572837	0.12194049	1.0	3459	tags=52%, list=23%, signal=68%	
BROWNE_HCMV_INFECTION_6HR_UP	BROWNE_HCMV_INFECTION_6HR_UP		45	0.57900035	1.5074984	0.009183673	0.12184424	1.0	2240	tags=31%, list=15%, signal=36%	
REACTOME_ACTIVATION_OF_SMO	REACTOME_ACTIVATION_OF_SMO		17	0.65210146	1.5074255	0.03322259	0.12182315	1.0	1134	tags=24%, list=7%, signal=25%	
WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS	WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS		7	0.7891021	1.5073566	0.01305483	0.12178942	1.0	1769	tags=43%, list=12%, signal=48%	
RASHI_NFKB1_TARGETS	RASHI_NFKB1_TARGETS		15	0.6597317	1.5071161	0.03959276	0.1219238	1.0	1980	tags=47%, list=13%, signal=54%	
LIM_MAMMARY_LUMINAL_MATURE_UP	LIM_MAMMARY_LUMINAL_MATURE_UP		101	0.56126446	1.5070378	0.0	0.121903606	1.0	4005	tags=43%, list=26%, signal=57%	
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP		61	0.5715803	1.507023	0.0010111224	0.12179717	1.0	4843	tags=56%, list=32%, signal=81%	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD	KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD		25	0.6167054	1.5067458	0.037393164	0.121943735	1.0	3774	tags=56%, list=25%, signal=74%	
SABATES_COLORECTAL_ADENOMA_DN	SABATES_COLORECTAL_ADENOMA_DN		212	0.55184346	1.5065355	0.0	0.12205922	1.0	3301	tags=37%, list=22%, signal=46%	
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP		63	0.56192386	1.50643	0.009063444	0.12204959	1.0	4882	tags=59%, list=32%, signal=86%	
PETROVA_PROX1_TARGETS_DN	PETROVA_PROX1_TARGETS_DN		47	0.5853764	1.5062964	0.013265306	0.12208927	1.0	3329	tags=53%, list=22%, signal=68%	
MASSARWEH_RESPONSE_TO_ESTRADIOL	MASSARWEH_RESPONSE_TO_ESTRADIOL		55	0.5770629	1.5060613	0.0060790274	0.12223791	1.0	4148	tags=42%, list=27%, signal=57%	
REACTOME_SIGNALING_BY_FGFR1	REACTOME_SIGNALING_BY_FGFR1		47	0.58282465	1.5058353	0.013238289	0.122365125	1.0	4865	tags=64%, list=32%, signal=93%	
BROWNE_HCMV_INFECTION_24HR_DN	BROWNE_HCMV_INFECTION_24HR_DN		126	0.5564556	1.5057805	0.0	0.122313924	1.0	3377	tags=43%, list=22%, signal=55%	
RUAN_RESPONSE_TO_TNF_UP	RUAN_RESPONSE_TO_TNF_UP		7	0.7841957	1.5057515	0.03076923	0.12222326	1.0	1271	tags=57%, list=8%, signal=62%	
BIOCARTA_IL7_PATHWAY	BIOCARTA_IL7_PATHWAY		15	0.6684305	1.5056676	0.040091638	0.12219537	1.0	3159	tags=73%, list=21%, signal=92%	
PID_RHOA_REG_PATHWAY	PID_RHOA_REG_PATHWAY		46	0.5757202	1.5054804	0.0101936795	0.12229241	1.0	3713	tags=46%, list=24%, signal=60%	
DORN_ADENOVIRUS_INFECTION_32HR_UP	DORN_ADENOVIRUS_INFECTION_32HR_UP		9	0.73469734	1.5054781	0.030674847	0.12217615	1.0	2969	tags=67%, list=19%, signal=83%	
GESERICK_TERT_TARGETS_DN	GESERICK_TERT_TARGETS_DN		18	0.6551834	1.5050743	0.045404207	0.12253657	1.0	4276	tags=67%, list=28%, signal=92%	
KIM_WT1_TARGETS_12HR_UP	KIM_WT1_TARGETS_12HR_UP		146	0.55586135	1.5048964	0.0	0.12262525	1.0	3785	tags=42%, list=25%, signal=56%	
BAELDE_DIABETIC_NEPHROPATHY_UP	BAELDE_DIABETIC_NEPHROPATHY_UP		65	0.57545006	1.5048618	0.005050505	0.12255109	1.0	3758	tags=46%, list=25%, signal=61%	
BIOCARTA_D4GDI_PATHWAY	BIOCARTA_D4GDI_PATHWAY		8	0.7453856	1.5048285	0.03585147	0.1224819	1.0	1531	tags=50%, list=10%, signal=56%	
GENTLES_LEUKEMIC_STEM_CELL_UP	GENTLES_LEUKEMIC_STEM_CELL_UP		23	0.62419546	1.5048281	0.026511135	0.12236697	1.0	4447	tags=61%, list=29%, signal=86%	
WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING		39	0.5876063	1.504774	0.016528925	0.12230759	1.0	4833	tags=69%, list=32%, signal=101%	
MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN	MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN		27	0.61718863	1.5046681	0.031847134	0.12231515	1.0	1231	tags=19%, list=8%, signal=20%	
RUIZ_TNC_TARGETS_UP	RUIZ_TNC_TARGETS_UP		135	0.55148995	1.5042301	0.0	0.12265611	1.0	5195	tags=57%, list=34%, signal=86%	
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	FARMER_BREAST_CANCER_BASAL_VS_LULMINAL		278	0.54521054	1.5041355	0.0	0.12263373	1.0	3015	tags=32%, list=20%, signal=40%	
CHICAS_RB1_TARGETS_CONFLUENT	CHICAS_RB1_TARGETS_CONFLUENT		480	0.54080707	1.504125	0.0	0.1225287	1.0	4567	tags=49%, list=30%, signal=68%	
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY		26	0.60818356	1.5040876	0.021645023	0.12245235	1.0	3409	tags=58%, list=22%, signal=74%	
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN	FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN		358	0.5425977	1.5038441	0.0	0.12259441	1.0	3800	tags=42%, list=25%, signal=54%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		23	0.624842	1.5035468	0.026539277	0.12281482	1.0	2080	tags=39%, list=14%, signal=45%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION		19	0.6439161	1.503404	0.030303031	0.12285403	1.0	2745	tags=47%, list=18%, signal=58%	
PID_RAC1_PATHWAY	PID_RAC1_PATHWAY		51	0.5807097	1.5033454	0.008088979	0.12280133	1.0	2881	tags=47%, list=19%, signal=58%	
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP		46	0.58729136	1.5032827	0.014329581	0.12276104	1.0	3678	tags=48%, list=24%, signal=63%	
WP_GENETIC_CAUSES_OF_PORTOSINUSOIDAL_VASCULAR_DISEASE	WP_GENETIC_CAUSES_OF_PORTOSINUSOIDAL_VASCULAR_DISEASE		33	0.60659117	1.502937	0.0196281	0.123023905	1.0	4200	tags=64%, list=27%, signal=88%	
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP		496	0.539283	1.5027202	0.0	0.12315893	1.0	4449	tags=49%, list=29%, signal=67%	
NABA_MATRISOME_MULTIPLE_MYELOMA	NABA_MATRISOME_MULTIPLE_MYELOMA		8	0.75906545	1.5025815	0.040050063	0.123189114	1.0	501	tags=50%, list=3%, signal=52%	
WELCSH_BRCA1_TARGETS_UP	WELCSH_BRCA1_TARGETS_UP		173	0.5482035	1.5025442	0.0	0.12311842	1.0	4371	tags=49%, list=29%, signal=68%	
GOLDRATH_IMMUNE_MEMORY	GOLDRATH_IMMUNE_MEMORY		59	0.566261	1.5020362	0.004048583	0.12357681	1.0	3300	tags=37%, list=22%, signal=47%	
BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN	BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN		42	0.582996	1.5018495	0.009193054	0.12365812	1.0	4833	tags=60%, list=32%, signal=87%	
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY		34	0.59883916	1.5016904	0.017561983	0.12373653	1.0	4790	tags=68%, list=31%, signal=98%	
REACTOME_MATURATION_OF_SPIKE_PROTEIN	REACTOME_MATURATION_OF_SPIKE_PROTEIN		35	0.6026832	1.50146	0.017580144	0.12390404	1.0	4688	tags=57%, list=31%, signal=82%	
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES		47	0.5791656	1.5013242	0.007106599	0.12393245	1.0	2621	tags=36%, list=17%, signal=44%	
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP		68	0.5650122	1.5012953	0.00502008	0.12385028	1.0	2673	tags=28%, list=17%, signal=34%	
WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R	WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R		28	0.6083655	1.5010248	0.023305085	0.12401621	1.0	4637	tags=61%, list=30%, signal=87%	
PID_AP1_PATHWAY	PID_AP1_PATHWAY		52	0.57085365	1.5008646	0.013171226	0.12408549	1.0	2317	tags=33%, list=15%, signal=38%	
PID_AVB3_OPN_PATHWAY	PID_AVB3_OPN_PATHWAY		28	0.61551243	1.500814	0.021141648	0.1240221	1.0	5080	tags=75%, list=33%, signal=112%	
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1		38	0.58933043	1.5007457	0.020597322	0.12397467	1.0	2015	tags=32%, list=13%, signal=36%	
MA_RAT_AGING_DN	MA_RAT_AGING_DN		117	0.5564042	1.5007298	0.001	0.12387604	1.0	3239	tags=44%, list=21%, signal=56%	
DORN_ADENOVIRUS_INFECTION_12HR_UP	DORN_ADENOVIRUS_INFECTION_12HR_UP		22	0.6209184	1.5006617	0.03887689	0.12384651	1.0	1980	tags=36%, list=13%, signal=42%	
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE		46	0.5884599	1.5004281	0.013238289	0.12398651	1.0	4777	tags=63%, list=31%, signal=91%	
KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS		14	0.67253053	1.5003844	0.03341014	0.1239244	1.0	2346	tags=57%, list=15%, signal=67%	
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY		6	0.8043966	1.5003812	0.0339213	0.12381691	1.0	448	tags=50%, list=3%, signal=51%	
WP_VITAMIN_D_RECEPTOR_PATHWAY	WP_VITAMIN_D_RECEPTOR_PATHWAY		128	0.55440843	1.5003096	0.0	0.12379589	1.0	3615	tags=41%, list=24%, signal=54%	
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP		216	0.5437764	1.5000757	0.0	0.123918645	1.0	3702	tags=41%, list=24%, signal=53%	
REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION		28	0.614037	1.4999764	0.018181818	0.12390966	1.0	1723	tags=36%, list=11%, signal=40%	
RUTELLA_RESPONSE_TO_HGF_UP	RUTELLA_RESPONSE_TO_HGF_UP		345	0.53890187	1.4999474	0.0	0.123819225	1.0	4576	tags=51%, list=30%, signal=71%	
WP_CARDIAC_HYPERTROPHIC_RESPONSE	WP_CARDIAC_HYPERTROPHIC_RESPONSE		50	0.580789	1.4999312	0.005050505	0.12372804	1.0	4891	tags=64%, list=32%, signal=94%	
VANTVEER_BREAST_CANCER_ESR1_UP	VANTVEER_BREAST_CANCER_ESR1_UP		126	0.55546284	1.4998349	0.0	0.12371087	1.0	3086	tags=41%, list=20%, signal=51%	
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	REACTOME_SIGNALING_BY_INSULIN_RECEPTOR		72	0.56891555	1.4994711	0.0	0.123994604	1.0	4271	tags=51%, list=28%, signal=71%	
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1		23	0.62162894	1.4992658	0.04375667	0.12412292	1.0	1991	tags=43%, list=13%, signal=50%	
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS	REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS		16	0.658313	1.499141	0.032547697	0.12416904	1.0	3421	tags=63%, list=22%, signal=80%	
REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES		11	0.7049031	1.4989192	0.041128084	0.124287695	1.0	3899	tags=73%, list=25%, signal=98%	
WP_CORI_CYCLE	WP_CORI_CYCLE		14	0.6598964	1.4986656	0.04953917	0.12445865	1.0	3321	tags=36%, list=22%, signal=46%	
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP	SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP		9	0.7313445	1.4985917	0.03685504	0.12441797	1.0	847	tags=33%, list=6%, signal=35%	
MORI_MATURE_B_LYMPHOCYTE_UP	MORI_MATURE_B_LYMPHOCYTE_UP		71	0.56718385	1.4985822	0.0030150753	0.12431222	1.0	4200	tags=54%, list=27%, signal=73%	
FOROUTAN_TGFB_EMT_UP	FOROUTAN_TGFB_EMT_UP		167	0.5505961	1.4983904	0.0	0.1243983	1.0	2759	tags=35%, list=18%, signal=43%	
REACTOME_COMPLEMENT_CASCADE	REACTOME_COMPLEMENT_CASCADE		34	0.6025546	1.4977814	0.020920502	0.12497868	1.0	3626	tags=47%, list=24%, signal=62%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		20	0.63863087	1.4977671	0.033954	0.12489282	1.0	2052	tags=45%, list=13%, signal=52%	
MOHANKUMAR_HOXA1_TARGETS_DN	MOHANKUMAR_HOXA1_TARGETS_DN		133	0.54771227	1.49766	0.0	0.1248739	1.0	2214	tags=23%, list=14%, signal=27%	
TSAI_DNAJB4_TARGETS_UP	TSAI_DNAJB4_TARGETS_UP		10	0.71754503	1.497582	0.039506175	0.12484952	1.0	2640	tags=60%, list=17%, signal=72%	
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC		22	0.6257608	1.4975215	0.029572837	0.12481785	1.0	2764	tags=50%, list=18%, signal=61%	
WP_IL19_SIGNALING	WP_IL19_SIGNALING		21	0.631121	1.4974818	0.032292787	0.12475164	1.0	2729	tags=52%, list=18%, signal=64%	
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA		71	0.5692777	1.4974698	0.0050301813	0.12466094	1.0	2066	tags=35%, list=14%, signal=41%	
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R		46	0.585694	1.4974157	0.010256411	0.124615	1.0	4057	tags=52%, list=27%, signal=71%	
BIOCARTA_CTCF_PATHWAY	BIOCARTA_CTCF_PATHWAY		23	0.6199763	1.4973909	0.030172413	0.12453003	1.0	3159	tags=52%, list=21%, signal=66%	
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	REACTOME_MET_ACTIVATES_PTK2_SIGNALING		27	0.60837036	1.4973758	0.024416136	0.12443613	1.0	3907	tags=52%, list=26%, signal=70%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		32	0.5974879	1.4973159	0.013513514	0.12439685	1.0	1735	tags=34%, list=11%, signal=39%	
WP_ESTROGEN_METABOLISM_WP697	WP_ESTROGEN_METABOLISM_WP697		9	0.7275312	1.4972534	0.036719706	0.124373116	1.0	3671	tags=67%, list=24%, signal=88%	
WIERENGA_STAT5A_TARGETS_GROUP2	WIERENGA_STAT5A_TARGETS_GROUP2		44	0.58721983	1.4972236	0.012232416	0.12430044	1.0	4826	tags=57%, list=32%, signal=83%	
CROONQUIST_IL6_DEPRIVATION_UP	CROONQUIST_IL6_DEPRIVATION_UP		11	0.6989943	1.4971445	0.043530833	0.1242786	1.0	1751	tags=45%, list=11%, signal=51%	
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	LINDGREN_BLADDER_CANCER_CLUSTER_3_DN		202	0.5485947	1.4971261	0.0	0.12418712	1.0	3209	tags=36%, list=21%, signal=45%	
SESTO_RESPONSE_TO_UV_C0	SESTO_RESPONSE_TO_UV_C0		94	0.5609432	1.4969081	0.001004016	0.12433176	1.0	3261	tags=45%, list=21%, signal=56%	
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP		234	0.5439243	1.4967182	0.0	0.12443265	1.0	3603	tags=41%, list=24%, signal=53%	
